"","hhid","exinc","inc","age","gender","nmembers","nkids","college","working","year"
"11792",71311,21900.904,21665.41,61,0,2,0,0,1,2019
"7559",41949,24960,26360,35,1,7,5,0,1,2015
"6291",32979,64768.93,61946.902,39,1,2,0,1,1,2017
"7402",40216,48760.668,44697.277,33,0,3,1,1,1,2013
"6684",35335,42130.703,30935.809,67,1,2,0,0,0,2018
"861",3860,44880,46800,67,0,2,0,0,0,2015
"1588",11346,20680,20715,76,1,1,0,0,0,2015
"11434",68770,83433.016,31897.926,76,0,2,0,0,0,2016
"7115",38270,85884.992,85351.539,68,0,2,0,1,0,2011
"11514",69035,68365.734,69760.953,67,1,2,0,0,0,2020
"13118",80264,52323.945,52313.883,43,0,5,3,0,1,2014
"281",1072,34617.559,39562.926,70,0,2,0,0,0,2019
"5023",24154,14788.998,14318.011,75,1,1,0,0,0,2019
"2056",12537,26364.016,27706.164,76,0,2,0,0,0,2012
"12147",73606,41070.082,41446.871,44,1,4,2,0,0,2019
"5012",24096,30181.086,30181.086,43,0,2,0,0,1,2014
"10765",63848,18285.25,12190.167,74,1,1,0,0,0,2013
"12725",77606,10816.126,8603.7363,43,1,1,0,0,0,2017
"420",1303,31624.965,35345.551,59,0,2,0,0,1,2020
"9608",56588,1811.2095,1819.0757,71,0,2,0,0,0,2017
"6102",31643,18720,44000,45,1,4,2,1,1,2015
"4068",17232,28269.42,28515.24,39,0,2,0,0,1,2017
"12588",76359,18851.508,29969.064,62,0,1,0,0,0,2018
"4310",18973,43264.504,43264.504,31,1,3,1,1,1,2017
"13260",81283,44120,48000,54,0,3,1,0,0,2015
"1960",12446,18429.027,19437.799,70,1,1,0,0,0,2016
"5652",28865,59938.129,58193.156,72,0,2,0,1,0,2018
"2813",13266,39473.684,39473.684,43,1,2,0,0,1,2016
"3593",14284,28166.008,33073.723,44,0,2,0,1,0,2011
"5539",28026,11066.398,10311.871,27,1,2,1,0,0,2014
"3843",15548,35810.621,36152.914,40,0,5,3,0,1,2020
"12928",78732,42431.938,41649.734,71,0,2,0,0,0,2013
"992",8882,24786.672,24380.334,55,0,1,0,0,1,2013
"5510",27729,30542.324,34140.617,83,0,2,0,0,0,2011
"9010",52075,5578.1128,30935.809,25,1,2,0,0,0,2018
"11757",71021,45271.629,44265.594,40,0,5,3,1,1,2014
"11327",68058,26659.959,26659.959,70,0,2,0,0,0,2014
"11280",67721,18264.883,16955.539,88,0,2,0,0,0,2019
"11665",70034,24514.883,21665.41,25,0,2,0,1,1,2019
"4632",21390,20917.742,23725.08,80,0,1,0,0,0,2016
"4684",21735,32840.484,33840.066,55,1,2,0,0,1,2012
"10293",60764,29107.008,21665.41,45,0,1,0,0,1,2019
"3496",14199,37341.301,66313.883,72,0,2,0,1,0,2011
"4761",22342,40888.723,41075.43,34,1,3,1,0,1,2011
"6599",34735,4232.1646,58134.129,43,1,1,0,1,1,2020
"2896",13352,36200,33000,56,0,1,0,1,1,2015
"10943",65176,18323.877,18326.668,85,1,1,0,0,0,2020
"189",816,35610.164,38036.234,61,0,3,1,0,0,2012
"10522",62353,26997.988,27018.109,76,0,2,0,0,0,2014
"3337",13788,0,33319.449,44,1,2,0,0,1,2012
"3397",13821,1289.8724,11961.723,62,0,1,0,1,1,2016
"5038",24265,16178.229,15368.819,58,1,1,0,0,0,2016
"470",1419,13119.533,12494.794,90,1,3,0,0,0,2012
"7442",40709,29175.051,29175.051,71,0,2,0,0,0,2014
"11640",69949,44108.852,49840.512,62,1,4,2,0,0,2016
"9992",58704,18757.809,15097.876,65,0,2,0,0,0,2012
"1216",10367,23549.359,23741.521,78,0,2,0,0,0,2019
"4580",20965,39468.727,42388.848,35,0,4,2,0,1,2019
"10493",62182,38249.754,43264.504,61,0,2,0,0,1,2017
"2240",12749,2241.8989,30143.18,70,1,2,0,0,0,2019
"5575",28294,62898.723,49840.512,33,0,3,1,0,1,2016
"1750",12103,15528.788,15590.178,70,1,1,0,0,0,2020
"12216",74109,34140.617,34140.617,61,0,2,0,0,1,2011
"9900",58254,34863.875,3047.5417,65,0,2,0,0,0,2013
"7697",42818,45623.742,44265.594,47,1,2,0,0,1,2014
"9085",52510,40583.098,44697.277,48,0,4,2,0,0,2013
"7495",41303,22196.262,22816.943,75,0,2,0,0,0,2013
"13083",79886,25290,25516,70,0,2,0,0,0,2015
"12274",74352,19764.012,31465.094,44,1,5,3,0,0,2017
"10750",63731,32796.781,23138.832,26,1,2,0,0,1,2014
"3338",13792,52525.34,66680.891,49,0,2,0,0,1,2011
"542",1757,7860.7764,7501.8838,61,0,1,0,0,1,2019
"2962",13411,39280.332,58873.398,59,0,2,0,0,1,2019
"2631",13159,42564,45713.125,67,0,2,0,1,0,2013
"9027",52216,0,18742.191,57,1,2,0,0,0,2012
"7020",37676,25802.52,2133.2791,68,1,4,2,0,1,2013
"4767",22366,9037.9004,957.9342,27,1,1,0,1,0,2012
"9554",56126,18839.488,16955.539,44,1,1,0,0,1,2019
"14270",88287,18274.303,16446.873,74,1,1,0,0,0,2019
"12878",78425,78890.352,41446.871,30,1,2,0,0,1,2019
"8841",51043,2143.1418,2192.9824,68,1,1,0,0,0,2016
"8682",50104,43800,40000,53,0,5,2,0,1,2015
"14176",87584,63297.449,62240.828,56,0,4,2,0,1,2016
"8062",45398,25532.508,2418.3796,77,0,1,0,0,0,2020
"3410",13826,51834.129,43859.648,47,0,2,0,0,1,2016
"11744",70964,27873.803,9371.0957,41,0,3,1,0,1,2012
"9635",56771,27162.979,23138.832,27,1,2,0,1,1,2014
"13972",86226,7871.7202,12494.794,50,1,1,0,0,0,2012
"4199",18217,0,2716.2979,39,1,4,2,0,1,2014
"10182",59966,15130.785,14587.525,29,1,1,0,0,1,2014
"7280",39397,27102.615,31366.197,48,0,1,0,1,1,2014
"6203",32388,47100,44000,74,0,2,0,1,0,2015
"6413",33731,22489.064,23044.916,61,0,2,0,0,1,2011
"8360",47545,43530.836,61389.637,67,1,2,0,0,0,2020
"8670",49927,31680,32000,21,1,2,0,0,1,2015
"10982",65427,7347.4004,9655.2373,21,1,1,0,0,0,2019
"2997",13432,18921.113,15467.904,68,0,1,0,0,0,2018
"1399",10906,30800,44000,60,0,2,0,0,1,2015
"6085",31555,32400,31000,36,1,4,2,0,1,2015
"9088",52515,27552.205,22235.111,37,0,4,2,0,1,2018
"7352",39755,37113.789,37466.09,72,0,2,0,0,0,2019
"10928",65064,27335.301,22615.535,27,1,2,0,1,1,2017
"4014",16695,35345.551,35345.551,58,0,4,2,1,1,2020
"7543",41811,3238.5925,17401.393,33,0,2,0,0,1,2018
"2443",12958,68365.734,74411.68,42,1,2,0,0,1,2020
"12897",78524,52605.703,61455.262,37,0,4,2,1,1,2017
"8161",46136,43783.016,44697.277,58,0,2,0,0,0,2013
"6712",35492,42065.391,43859.648,33,1,4,2,0,1,2016
"2298",12837,45501.875,54144.105,58,0,2,0,0,1,2012
"3126",13521,38483.965,18742.191,50,1,3,1,0,1,2012
"8440",48219,30614.168,3767.8975,21,1,4,0,0,0,2019
"6624",34862,36217.305,32193.158,44,0,5,3,0,1,2014
"10517",62335,47100,67500,41,0,4,2,0,1,2015
"772",2906,37255.086,41446.871,62,0,2,0,1,1,2019
"6080",31519,37896.363,22235.111,26,0,1,0,1,1,2018
"13841",85166,57037.895,56228.73,46,1,6,4,0,1,2018
"11313",67910,21907.57,22615.535,66,1,1,0,0,0,2017
"3170",13562,39331.367,31465.094,59,0,3,1,1,1,2017
"6907",36790,79527.484,104641.43,57,1,4,2,0,1,2020
"3086",13496,38055.766,56518.461,57,1,5,3,0,1,2019
"2329",12855,24005.121,24538.568,47,0,1,0,0,1,2011
"13037",79627,0,110619.47,45,1,5,3,0,1,2017
"8115",45814,48521.449,52061.641,53,1,2,0,0,0,2012
"7689",42794,26257.535,23678.41,43,1,3,2,0,1,2019
"7763",43183,24715,28685,80,1,1,0,0,0,2015
"7708",42926,5311.1338,53018.324,72,0,2,0,0,0,2020
"5014",24124,31288.094,32507.111,25,1,2,0,1,1,2013
"8632",49562,78470.828,62877.262,39,0,4,2,1,1,2014
"947",4346,44064.387,44265.594,48,0,2,0,0,1,2014
"12750",77729,23844.232,21865.889,51,0,4,2,0,1,2012
"426",1337,28946.271,29675.135,73,1,1,0,0,0,2012
"10104",59532,41949.586,58134.129,45,0,2,0,0,1,2020
"9420",55086,34578.18,36435.68,60,1,2,0,0,1,2020
"3051",13477,48328.418,50235.004,52,0,3,1,1,1,2017
"4238",18483,37205.84,29764.674,49,1,6,4,0,1,2020
"8416",48115,67807.648,63468.516,31,0,2,0,0,1,2020
"5569",28282,15410.686,1309.8086,65,0,2,0,0,0,2016
"981",8877,14029.002,12658.546,77,1,1,0,1,0,2018
"6897",36728,19262.807,23948.355,36,1,4,2,0,0,2012
"10572",62651,36184.211,31897.926,80,0,2,0,0,0,2016
"10470",62035,43251.789,40926.426,36,0,2,0,0,1,2020
"8919",51662,14686.852,14634.219,57,0,1,0,0,0,2017
"8604",49322,2015.8252,21665.41,73,0,2,0,0,0,2019
"13949",86095,48313.203,27072.053,57,0,3,1,0,1,2012
"9290",53905,44926.332,40926.426,58,0,1,0,0,1,2020
"13562",83061,30935.809,30935.809,72,0,2,0,0,0,2018
"8771",50683,24431.879,24325.189,41,1,1,0,0,1,2011
"5729",29352,26759.684,26030.82,46,0,5,3,0,1,2012
"5597",28438,23266.768,21665.41,77,0,2,0,0,0,2019
"5319",26111,22974.607,22683.471,74,0,2,0,0,0,2020
"7630",42537,7394.499,11303.692,40,0,4,2,0,1,2019
"3621",14331,24739.691,24989.588,62,0,1,0,1,0,2012
"3855",15688,38229.375,44265.594,35,1,4,2,0,1,2014
"10628",63037,46533.535,53880.934,59,0,5,3,0,1,2019
"7241",39202,15899.123,31897.926,46,0,3,2,0,0,2016
"12678",77263,32969.102,32969.102,76,0,2,0,0,0,2019
"5122",24649,0,31897.926,47,0,2,0,0,1,2016
"9175",53347,51809.133,51158.031,72,0,2,0,0,0,2020
"5401",26944,56320,4500,56,0,2,0,0,1,2015
"12804",78017,72268.742,62300.637,61,0,4,2,0,1,2016
"5992",30946,17726.357,17240.443,72,1,1,0,0,0,2014
"7082",38058,2976.4673,40926.426,40,1,6,4,0,0,2020
"224",844,0,29904.307,58,0,2,0,0,1,2016
"8130",45943,32869.297,30935.809,44,0,2,0,0,1,2018
"5161",24897,0,34140.617,60,0,2,0,0,1,2011
"4321",19025,50737.465,31465.094,35,1,1,0,1,1,2017
"13277",81291,28907.496,2192.9824,59,1,3,1,0,1,2016
"6634",34893,1733.2329,21665.41,73,1,1,0,0,0,2019
"7948",44609,6651.1987,6477.1851,23,1,1,0,1,0,2018
"4583",21031,61968.289,60421.5,32,0,1,0,0,1,2018
"12225",74113,21951.447,3720.5842,60,0,1,0,1,0,2020
"6360",33481,1904.4857,30935.809,72,0,2,0,0,0,2018
"539",1757,18321.371,18637.361,58,0,1,0,0,1,2016
"2450",12964,39331.367,43264.504,63,0,4,1,0,1,2017
"4674",21657,42981.438,39992.266,37,0,3,1,0,1,2018
"13558",83061,27152.459,25899.926,65,0,2,0,0,0,2011
"4738",22149,859.15491,32193.158,31,0,1,0,0,1,2014
"7117",38270,95682.648,91426.25,70,0,2,0,1,0,2013
"5582",28388,27424.594,22235.111,33,1,4,2,0,0,2018
"5373",26729,28973.844,27162.979,40,1,3,1,0,1,2014
"13500",82682,12190.167,10412.434,79,1,1,0,0,0,2013
"10751",63731,31000,23000,27,1,2,0,0,1,2015
"3220",13654,35129.629,35207.512,76,1,2,0,0,0,2011
"272",1039,0,66680.891,60,0,1,0,1,1,2011
"1881",12296,67330.352,63490.449,62,0,3,1,1,1,2013
"12091",73314,130784.71,150905.44,43,1,2,0,1,1,2014
"4020",16753,17143.934,16955.539,21,0,2,0,0,0,2019
"905",4175,16672.947,16955.539,70,1,1,0,0,0,2019
"5629",28619,74439.289,73716.164,38,1,4,2,1,1,2018
"8164",46140,38669.762,30935.809,47,0,4,2,0,1,2018
"9809",57622,3071.5833,3075.7129,73,1,1,0,0,0,2017
"2089",12622,27427.875,27427.875,60,0,4,2,0,1,2013
"11436",68779,36381.516,31465.094,26,1,1,0,0,1,2017
"14172",87441,34444.332,33015.035,33,0,1,0,1,1,2013
"11560",69257,11543.063,11543.063,55,0,1,0,0,0,2016
"10352",61153,22535.211,32193.158,57,0,1,0,1,1,2014
"4570",20804,13952.52,23948.355,42,1,5,3,0,1,2012
"5008",24079,53883.973,49164.207,41,0,3,1,0,1,2017
"2482",12997,16673.424,15469.967,79,1,1,0,0,0,2011
"12107",73405,3860.106,3720.5842,25,0,1,0,0,0,2020
"2409",12913,29577.996,35795.027,89,0,1,0,0,0,2019
"9206",53640,64525.246,62620.574,70,0,2,0,0,0,2019
"3972",16556,31324.016,34852.234,72,0,2,0,0,0,2011
"4781",22468,17283.703,18108.652,68,1,2,0,0,0,2014
"1505",11162,41732.637,42102.848,74,0,2,0,0,0,2011
"9785",57513,32555.111,29764.674,72,0,4,2,0,1,2020
"6956",37212,51509.055,55331.992,34,1,2,0,1,1,2014
"1120",10133,43401.973,43351.703,76,0,2,0,0,0,2018
"6640",34927,1674.2628,14882.337,67,1,1,0,0,0,2020
"1593",11349,30174.928,24989.588,65,0,2,0,0,0,2012
"11848",71473,46321.273,47158.402,53,0,3,1,0,0,2020
"2403",12913,25142.219,23364.486,83,0,2,0,0,0,2013
"11656",69998,30880.848,29764.674,36,0,1,0,0,1,2020
"3083",13496,3621.7305,23138.832,52,1,5,3,0,1,2014
"8009",44935,18952.525,21665.41,42,1,4,2,0,1,2019
"386",1253,35578.086,29764.674,55,0,2,0,0,1,2020
"1561",11302,35474.234,32006.828,51,0,4,2,0,1,2011
"13372",81848,48040.691,47098.719,43,1,3,1,0,1,2019
"7899",44421,30312.881,30475.416,68,1,2,0,0,0,2013
"4422",19680,21032.902,15097.876,40,0,5,3,0,1,2012
"8356",47545,3239.4365,3219.3159,61,1,2,0,0,1,2014
"8918",51651,62319.785,58134.129,38,1,5,3,0,1,2020
"14113",87155,44809.559,3840.8193,54,1,3,1,0,1,2011
"12943",78774,67822.156,65938.203,41,0,4,2,1,1,2019
"2855",13320,43690.129,43108.078,43,1,5,3,0,1,2012
"751",2652,43731.777,23948.355,61,0,3,1,0,1,2012
"2063",12554,2940,32000,66,0,2,0,0,1,2015
"5631",28619,53018.324,58134.129,40,1,4,2,1,1,2020
"3030",13455,28770.301,27068.832,52,1,3,1,0,0,2018
"5124",24649,46500.387,40603.25,49,0,2,0,0,1,2018
"3715",14870,17247.551,2166.541,61,1,2,0,0,0,2019
"434",1337,20835.271,21393.359,81,1,1,0,0,0,2020
"6917",36894,39699.309,60950.832,60,1,2,0,0,1,2013
"12907",78562,31956.48,28425.961,56,0,3,1,0,1,2019
"11764",71064,21900.904,16955.539,40,1,2,1,0,1,2019
"12586",76343,29529.363,30937.109,81,0,2,0,0,0,2012
"3179",13564,43949.363,43859.648,62,0,2,0,0,1,2016
"5",6,18957.719,22615.535,61,0,2,0,0,0,2017
"10754",63755,40764.586,42253.52,34,1,4,2,0,1,2014
"12831",78219,25486.002,29764.674,51,0,4,2,0,1,2020
"3414",13827,35154.168,2880.6145,60,0,2,0,0,1,2011
"3831",15501,12494.794,12494.794,65,1,1,0,0,0,2012
"9419",55086,35489.828,34853.051,59,1,2,0,0,1,2019
"10018",58870,37734.66,37882.973,71,0,2,0,0,0,2013
"4002",16663,60286.359,58873.398,38,0,5,3,1,1,2019
"10683",63268,36400,38341,69,0,2,0,1,0,2015
"9610",56588,24684.439,21665.41,73,0,2,0,0,0,2019
"8603",49264,35810.621,32555.111,52,1,4,2,0,1,2020
"5886",30265,30839.135,30935.809,83,0,2,0,0,0,2018
"3771",15307,990.60553,9533.9971,60,1,1,0,0,0,2020
"13601",83453,36737,36737,70,0,2,0,0,0,2019
"9323",54242,27352.473,26913.875,53,0,2,0,1,1,2016
"1605",11495,18509.906,16742.629,64,0,2,0,0,1,2020
"13288",81313,42633.41,60421.5,42,0,6,4,1,1,2018
"8288",46983,87512.289,110619.47,54,1,2,0,0,0,2017
"8765",50589,39252.164,40926.426,48,1,2,0,0,1,2020
"659",2200,28416,2500,55,0,4,2,0,1,2015
"11802",71341,13282.834,15469.967,46,0,1,0,1,0,2011
"2763",13227,22386.506,18742.191,63,0,2,0,0,1,2012
"10588",62815,13784.765,13394.103,50,1,2,1,0,1,2020
"9256",53828,26253.688,1868.2399,70,0,2,0,0,0,2017
"6246",32666,23997.768,11347.781,25,1,1,0,1,0,2020
"2034",12516,94197440,41446.871,48,0,1,0,0,1,2019
"13535",82904,1733.9514,1749.4019,82,0,2,0,0,0,2016
"3002",13441,22325.072,22178.26,65,1,1,0,0,0,2012
"10172",59905,43194.121,34802.785,62,0,1,0,0,1,2018
"12904",78562,23763.955,24534.49,53,0,3,1,0,1,2016
"14178",87584,58004.641,60522.043,58,0,2,0,0,1,2018
"7443",40756,34000,32000,64,0,2,0,0,1,2015
"1746",12103,15507,16300,65,1,1,0,0,0,2015
"2768",13227,13022.045,13022.045,71,0,1,0,0,0,2020
"1524",11221,56226.57,56226.57,50,0,4,2,0,1,2012
"1552",11301,49930.652,48010.242,50,0,2,0,0,1,2011
"4864",23038,41066.223,45814.242,66,0,2,0,0,1,2012
"7368",39825,3286.9297,30935.809,42,0,4,2,0,1,2018
"2601",13120,87132.633,58873.398,48,0,2,0,0,1,2019
"4009",16673,39960,40000,55,0,5,3,0,1,2015
"6643",35027,1259.8907,1412.9615,49,1,3,1,0,1,2019
"5187",25059,30299.797,30107.756,66,1,1,0,0,0,2011
"9075",52494,48180.926,47197.641,41,0,1,0,1,1,2017
"1008",9032,59433.57,3019.5752,46,0,3,1,0,1,2012
"7894",44399,40098.328,31465.094,38,1,1,0,0,1,2017
"581",1968,33329.777,31099.969,53,0,1,0,0,1,2011
"12493",75665,23973.994,18285.25,36,0,4,2,0,1,2013
"11461",68865,47050.039,48010.242,58,1,2,0,0,1,2011
"2793",13251,61887.715,61228.336,49,0,3,1,0,1,2019
"10762",63826,42857.145,33319.449,56,0,5,3,0,1,2012
"11726",70559,20520.113,18285.25,36,1,2,1,0,1,2013
"10461",62023,35000,60000,70,0,2,0,0,0,2015
"9613",56601,21765.418,22323.504,62,1,2,0,0,0,2020
"3798",15427,49614.742,49979.176,69,0,2,0,0,0,2012
"12429",75212,21972.158,30935.809,34,1,2,1,0,1,2018
"8285",46974,61388.246,33836.039,37,0,3,1,0,1,2018
"12575",76231,2920.6584,27904.381,46,0,6,4,0,1,2020
"7836",43859,31382.758,33319.449,35,1,1,0,0,1,2012
"11122",66599,29498.525,29498.525,70,0,1,0,0,0,2017
"12141",73552,23067.621,26044.09,81,1,2,0,0,0,2020
"4172",17929,18276,20000,58,1,1,0,0,1,2015
"14278",88421,39724.68,31465.094,53,0,2,0,0,1,2017
"9744",57184,21393.359,36892.383,64,0,2,1,0,0,2020
"1381",10814,33958.176,34024.113,65,1,2,0,0,0,2019
"9090",52523,40120.723,42253.52,26,0,3,1,0,1,2014
"12027",72835,29600,32000,39,1,2,0,0,0,2015
"303",1138,22348.639,10412.434,68,1,2,0,0,0,2013
"4855",22988,11961.723,12133.174,64,1,1,0,0,0,2016
"7407",40265,29950.703,26017.115,27,0,1,0,0,1,2020
"7916",44449,29248.305,31085.154,75,0,2,0,0,0,2019
"1503",11161,48494.727,52411.453,58,1,4,2,0,1,2019
"735",2597,3644.3381,42862.84,66,0,2,0,0,0,2016
"5256",25473,36973.305,45248.813,45,0,4,2,0,1,2020
"2628",13155,11026.655,10672.637,69,1,1,0,0,0,2012
"366",1217,26599.479,26837.504,77,0,2,0,0,0,2020
"10085",59403,39164.672,31100.479,68,0,2,0,0,0,2016
"5674",28973,1371.6108,11961.723,75,1,1,0,0,0,2016
"425",1337,32967.031,34140.617,72,1,1,0,0,0,2011
"2275",12792,77751.195,77751.195,61,1,2,0,1,1,2016
"1936",12389,80922.703,90224.164,66,0,2,0,0,0,2020
"1298",10675,35162.434,39046.23,59,0,4,2,0,1,2012
"3463",13888,39358.602,39566.848,46,0,4,2,1,1,2012
"5904",30398,7649.9507,3933.1367,24,1,1,0,0,0,2017
"5462",27418,31838.734,3767.8975,50,1,2,0,0,0,2019
"10829",64393,37620,37600,71,1,2,0,0,0,2015
"143",571,37298.625,3307.3723,67,0,2,0,0,0,2011
"13574",83210,44051.129,96361.852,39,0,4,2,0,1,2017
"6598",34735,0,41446.871,42,1,1,0,1,1,2019
"5489",27581,1223.9692,15097.876,59,0,1,0,0,0,2012
"4445",19928,33206.215,31624.965,62,0,2,0,0,1,2020
"13197",80744,31345.922,29764.674,68,1,2,0,0,0,2020
"2851",13303,24139.627,23598.82,46,1,4,2,0,1,2017
"12484",75630,60663.188,49303.945,33,0,4,2,0,1,2018
"9061",52400,16889.336,18108.652,67,1,1,0,0,0,2014
"3360",13799,29126.795,29904.307,69,1,2,0,0,0,2016
"11903",72000,25274.279,32507.111,71,0,2,0,0,0,2013
"2993",13432,2539.6179,2539.6179,63,0,1,0,0,0,2013
"9209",53642,28000,32000,32,1,1,0,1,1,2015
"302",1138,13536.026,11453.561,73,0,2,0,0,0,2012
"8413",48115,43264.504,43544.738,28,0,2,0,0,1,2017
"2256",12777,0,26065.293,60,1,2,1,0,0,2011
"9152",53165,33497.68,42536.734,47,0,2,0,0,0,2018
"10700",63338,19991.951,18108.652,27,1,1,0,0,1,2014
"895",4101,34752,32000,66,0,3,1,0,0,2015
"11186",66998,40506.574,40725.059,80,0,2,0,0,0,2018
"3336",13788,0,46943.348,43,1,2,0,0,1,2011
"8125",45891,38600,32000,36,1,4,2,0,1,2015
"13886",85528,30475.416,40633.887,63,1,2,0,0,0,2013
"1494",11117,43273.23,42675.77,52,0,4,2,0,1,2011
"4177",18038,0,30935.809,26,0,3,1,0,1,2018
"13397",81954,29459.568,30475.416,62,0,2,0,1,0,2013
"2786",13251,40755.359,38408.195,41,0,1,0,0,1,2011
"8197",46519,26913.875,22926.635,73,0,2,0,0,0,2016
"8303",47145,34439.348,33300.973,75,0,2,0,0,0,2011
"4047",16971,5206.1641,65077.051,64,0,2,0,0,0,2012
"11457",68858,19862.34,23598.82,55,1,4,2,0,0,2017
"5938",30604,38578.898,36274.406,50,0,4,2,0,1,2011
"10076",59355,13962.635,24582.104,28,1,1,0,1,0,2017
"6560",34639,24989.588,28738.025,62,0,2,0,0,1,2012
"4573",20887,34376.27,33081.066,40,1,3,2,0,1,2013
"13610",83498,17370.988,4063.3889,78,0,2,0,0,0,2013
"11841",71473,39475.09,39048.332,44,0,3,1,0,1,2011
"6704",35463,66639.578,107679.8,49,0,3,1,0,1,2013
"11612",69753,52945.957,50792.359,40,0,4,2,1,1,2013
"6592",34727,56036.219,60362.172,36,1,1,0,1,1,2014
"6958",37212,76774.828,5899.7051,37,1,2,0,1,1,2017
"821",3277,23908.166,24167.006,82,0,2,0,0,0,2013
"10288",60686,33485.258,34415.402,82,0,2,0,0,0,2020
"1157",10220,38128.773,44265.594,64,0,2,0,0,1,2014
"3628",14331,33628.484,33892.238,69,0,1,0,1,0,2019
"13373",81848,40926.426,37205.84,44,1,3,1,0,1,2020
"13648",83779,33466.652,40926.426,42,1,2,1,0,1,2020
"9623",56669,29764.674,29764.674,71,1,1,0,1,0,2020
"4230",18458,0,29764.674,41,1,1,0,0,1,2020
"8847",51113,37128.809,36381.516,45,0,1,0,0,1,2017
"12427",75189,48367.594,16742.629,80,1,2,0,0,0,2020
"6316",33239,29577.996,21665.41,64,0,1,0,0,0,2019
"7185",38808,47475.508,376.78976,25,1,2,0,1,0,2019
"10843",64426,27867.279,24538.568,79,1,1,0,0,0,2011
"3640",14376,71442.383,4350.3481,62,0,2,0,0,1,2018
"5271",25572,30508.121,31236.984,63,0,2,0,0,0,2012
"14428",89536,43038.348,44739.43,71,0,2,0,0,0,2017
"5470",27462,35788.863,42536.734,32,1,5,3,0,0,2018
"2677",13194,25595.799,34853.051,66,0,3,1,1,0,2019
"14336",88778,16625.848,16221.741,77,0,2,0,0,0,2019
"7611",42415,49798.793,50301.813,52,0,4,2,1,1,2014
"13116",80246,50819.52,41446.871,34,0,2,0,0,1,2019
"14094",87004,33636.184,47197.641,47,1,5,3,0,1,2017
"14331",88778,20199.916,1978.3424,70,0,2,0,0,0,2012
"8292",47002,0,3767.8975,35,0,1,0,0,1,2019
"2316",12839,16643.551,12709.911,48,0,1,0,0,0,2011
"157",628,38551.309,32193.158,87,0,1,0,1,0,2014
"12983",79233,30519.971,58873.398,56,0,3,1,0,1,2019
"13442",82183,29904.307,9968.1025,29,0,1,0,0,1,2016
"13915",85806,43158.777,44414.473,65,1,3,1,0,1,2020
"8737",50375,54413.543,51158.031,31,0,3,1,0,1,2020
"5195",25078,0,4063.3889,76,0,2,0,0,0,2013
"14206",87790,28944.316,28429.041,80,0,2,0,0,0,2018
"6432",33844,31159.893,27904.381,57,0,2,0,0,1,2020
"13273",81288,37584.777,36737,64,0,2,0,1,1,2019
"10865",64577,58062.93,61455.262,45,1,4,2,0,0,2017
"10959",65381,40744.469,44265.594,44,1,4,2,0,1,2014
"241",902,17070.309,19204.098,74,0,1,0,0,0,2011
"9249",53724,22673.324,21665.41,58,0,2,0,0,0,2019
"13356",81689,21145.844,20484.369,35,1,1,0,0,1,2011
"6122",31819,11288.103,17699.115,53,1,1,0,0,0,2017
"8110",45717,22029.506,22926.635,70,0,2,0,0,0,2016
"7084",38061,52061.641,65077.051,63,0,2,0,1,1,2012
"5562",28242,26416.303,46943.348,75,0,1,0,1,0,2011
"857",3860,49503.895,50144.031,63,0,2,0,0,1,2011
"7940",44497,41811.68,30935.809,79,0,2,0,0,0,2018
"2873",13330,71730.383,70422.539,37,1,3,1,0,1,2014
"9799",57586,59226.641,30143.18,56,1,2,0,0,1,2019
"9639",56795,13388.866,14729.784,63,0,2,0,0,0,2013
"2859",13320,61948.957,55850.734,50,0,4,2,1,1,2018
"3618",14311,27056.047,17699.115,76,0,1,0,0,0,2017
"4873",23107,24538.568,24515.096,79,1,1,0,0,0,2011
"870",3982,24670,32000,84,1,2,0,0,0,2015
"7464",40936,12339.864,11303.692,40,1,2,1,0,1,2019
"1818",12198,30990.957,41446.871,81,0,2,0,1,0,2019
"5838",30009,23926.148,16955.539,50,1,5,3,0,1,2019
"13441",82183,22000,22000,28,0,1,0,0,1,2015
"5443",27217,0,10217.305,43,1,1,0,0,0,2016
"8907",51529,33431.66,31465.094,31,1,1,0,0,1,2017
"2805",13259,54000,39000,40,0,4,2,1,1,2015
"10394",61456,34754.445,35049.305,72,0,2,0,0,0,2018
"5427",27117,39872.41,43859.648,35,1,4,2,0,1,2016
"6409",33721,24071.926,22235.111,50,0,1,0,0,1,2018
"5507",27718,0,22235.111,30,0,1,0,0,1,2018
"10657",63138,78400,62500,33,0,4,2,0,1,2015
"3614",14292,16440.512,16401.18,75,1,1,0,0,0,2017
"2780",13247,17393.73,16742.629,74,1,1,0,0,0,2020
"14363",88942,20216.322,20843.658,32,1,1,0,0,1,2017
"9289",53905,27599.85,30143.18,57,0,1,0,0,1,2019
"10188",59985,46324.551,51210.926,55,0,2,0,0,1,2011
"13310",81367,24920.256,31897.926,76,0,2,0,0,0,2016
"8065",45416,541.37665,3866.9761,20,0,1,0,0,0,2018
"2119",12673,31236.984,18742.191,62,0,2,0,0,0,2012
"5627",28619,64000,62500,35,1,4,2,1,1,2015
"5961",30740,33400.402,32193.158,46,1,3,2,0,1,2014
"8157",46127,3286.9297,42536.734,38,0,5,3,0,1,2018
"5463",27418,20230.676,3720.5842,51,1,2,0,0,0,2020
"4103",17442,43315.906,34140.617,74,0,2,0,1,0,2011
"8634",49576,43185.84,61455.262,39,0,4,2,0,1,2017
