"","hhid","exinc","inc","age","gender","nmembers","nkids","college","working","year"
"11545",69211,43762.574,32193.158,45,0,4,2,0,1,2014
"10685",63268,27764.889,28105.182,72,0,2,0,1,0,2018
"13068",79789,19993.6,19204.098,62,1,1,0,0,0,2011
"6313",33239,32446.16,32507.111,58,0,1,0,0,0,2013
"6366",33540,36926.797,34415.402,57,0,3,1,0,1,2020
"1618",11583,24989.588,24989.588,68,0,2,0,0,0,2012
"315",1159,34945.145,35554.652,67,0,3,1,0,0,2013
"3184",13566,20911.127,20270.99,62,1,1,0,0,0,2011
"1428",10966,32220.207,37341.301,61,0,5,1,0,1,2011
"13964",86212,46925.754,42536.734,40,0,4,2,0,1,2018
"2627",13155,65827.375,10935.666,68,1,1,0,0,0,2011
"5458",27397,0,4063.3889,38,1,2,0,1,1,2013
"14374",89074,47568,46800,35,1,2,0,0,1,2015
"13933",85974,49920.254,62300.637,34,1,2,0,0,1,2016
"7607",42386,16742.629,16742.629,61,0,2,0,1,1,2020
"4901",23254,27206.771,28303.414,38,0,1,0,0,1,2020
"14311",88535,66970.516,104641.43,47,0,2,0,0,1,2020
"14429",89536,33352.668,30935.809,72,0,2,0,0,0,2018
"10922",65026,25386.209,21665.41,57,0,1,0,0,1,2019
"6280",32911,45577.156,43716.863,46,1,5,3,0,1,2020
"51",175,27135.455,27882.441,87,0,2,0,0,0,2019
"10565",62597,24748.646,22235.111,72,0,1,0,0,0,2018
"3262",13702,30475.416,32507.111,70,0,2,0,0,0,2013
"6269",32785,29969.064,2587.9736,74,1,1,0,0,0,2018
"7729",43016,24168.6,25135.344,51,0,2,0,0,0,2018
"3641",14376,56565.563,60537.867,63,0,2,0,0,1,2019
"833",3439,20743.6,23364.486,77,0,2,0,0,0,2013
"2680",13196,53722.336,44265.594,51,1,2,0,0,1,2014
"4625",21342,30742.459,27885.73,67,0,2,0,0,0,2018
"10836",64416,42250,41408,48,0,1,0,0,1,2015
"5655",28875,30000,32000,52,0,4,2,0,1,2015
"5684",29024,54855.363,104641.43,41,0,1,0,0,1,2020
"917",4197,32480.666,31639.598,64,0,1,0,0,1,2018
"4930",23494,27123.121,23364.486,31,1,1,0,0,1,2013
"3270",13706,49718.867,4685.5479,53,0,3,1,0,0,2012
"13241",81181,26788.205,26788.205,53,0,1,0,1,1,2020
"7040",37919,57612.289,4801.0244,65,0,2,0,1,0,2011
"11041",66052,18763.016,20824.656,56,1,1,0,0,0,2012
"11578",69380,37200.324,44697.277,34,0,4,2,1,1,2013
"5913",30474,27068.832,27068.832,72,0,2,0,0,0,2018
"4784",22468,21945.09,19704.176,72,1,2,0,0,0,2018
"13128",80330,6764.9951,10816.126,54,0,2,1,0,0,2017
"4884",23160,29532.137,24925.123,27,1,1,0,1,1,2020
"12759",77818,43627.656,3123.6985,56,0,4,2,0,1,2012
"13994",86261,22562.838,24243.039,84,0,1,0,0,0,2018
"10249",60537,372208.94,43859.648,40,1,5,3,0,0,2016
"3125",13520,28529.779,18742.191,48,0,2,0,0,1,2012
"9028",52216,0,4063.3889,62,0,2,0,0,1,2013
"9726",57121,43529.285,48010.242,36,0,2,0,1,1,2011
"4991",24014,32920.355,31465.094,58,0,3,1,0,1,2017
"6377",33601,5363.8628,4121.2295,21,0,1,0,0,0,2018
"4269",18763,44640,44000,39,0,4,2,0,1,2015
"1943",12421,54413.543,58134.129,56,0,1,0,0,1,2020
"13984",86249,52470.996,31902.553,37,1,5,3,1,1,2018
"10425",61721,66474.852,50301.813,33,1,4,2,1,1,2014
"1809",12190,36570.5,44697.277,58,1,2,0,0,0,2013
"5704",29211,41068.582,52033.492,33,1,2,0,0,1,2016
"11233",67451,147.49263,3933.1367,23,1,1,0,0,0,2017
"10947",65186,69200,6000,37,0,4,2,0,1,2015
"14345",88867,43707.609,32969.102,25,1,2,0,1,1,2019
"6893",36619,2359.155,32193.158,59,1,2,0,1,1,2014
"151",601,49271.137,48937.941,48,0,2,0,0,1,2012
"653",2189,31003.48,30455.336,79,1,1,0,0,0,2018
"11168",66865,28808.971,32488.398,45,0,1,0,0,1,2018
"1649",11745,27675.207,2604.5591,65,0,1,0,1,0,2019
"7484",41243,15965.777,15467.904,40,0,1,0,0,1,2018
"6392",33677,38244.16,21665.41,30,0,1,0,0,0,2019
"5826",29992,31531.951,29764.674,62,1,2,0,0,1,2020
"3739",15048,34853.051,41446.871,72,1,2,0,0,0,2019
"6010",31014,48888.469,70177.094,66,0,2,0,1,1,2019
"13887",85528,28169.014,39235.414,64,1,2,0,0,0,2014
"13786",84959,3005,3160,63,0,2,0,0,1,2015
"1403",10906,1692.8657,29764.674,65,0,2,0,0,1,2020
"10902",64873,36487.785,37341.301,68,0,2,0,0,0,2011
"759",2786,37896.711,38473.551,77,0,2,0,0,0,2012
"6835",36291,38220,32000,58,0,2,0,0,1,2015
"14324",88729,5206.1641,4164.9312,58,1,1,0,0,1,2012
"5292",25886,24071.926,22235.111,41,0,1,0,0,1,2018
"4610",21203,56767.207,50270.688,40,1,6,2,0,1,2018
"8461",48378,40390.75,40869.219,66,0,2,0,0,0,2016
"11454",68858,35506.039,33319.449,50,1,6,4,0,0,2012
"1383",10842,2133.7886,2133.7886,73,1,1,0,0,0,2011
"6802",36125,57374.633,57875.121,70,0,2,0,1,0,2017
"650",2189,26961.771,32193.158,75,1,1,0,0,0,2014
"11278",67721,26515.152,25215.311,85,0,2,0,0,0,2016
"1532",11221,48367.594,58134.129,58,0,4,2,0,1,2020
"9096",52685,11492.088,844.00903,63,1,1,0,0,0,2019
"8629",49542,15510.186,13487.117,44,0,1,0,0,1,2020
"13124",80300,61752.395,74969.773,49,0,5,3,1,1,2020
"4552",20680,23201.855,23201.855,55,1,2,1,0,1,2018
"12521",75744,39255.531,41013.078,67,0,2,0,0,0,2014
"13600",83449,30206.49,3933.1367,35,1,5,3,0,1,2017
"14210",87819,42910.52,83579.156,30,0,2,0,0,1,2017
"12802",77999,34300.652,32006.828,74,0,2,0,0,0,2011
"2057",12550,19204.098,19204.098,66,1,2,0,0,0,2011
"6154",32040,130220.45,1023.1606,76,1,1,0,0,0,2020
"5590",28432,25791.338,24989.588,43,0,7,5,0,1,2012
"11592",69524,27155.104,26555.023,27,0,1,0,0,1,2016
"14194",87633,338360.41,30935.809,60,0,2,0,0,1,2018
"9031",52216,0,3767.8975,68,0,2,0,0,0,2019
"8912",51618,37000,32000,41,0,5,3,0,1,2015
"10584",62788,48864.922,47098.719,36,1,3,1,0,1,2019
"11736",70678,25893.404,23641.521,76,0,2,0,0,0,2020
"5889",30305,11484.919,4060.3247,24,1,1,0,0,0,2018
"7264",39373,39008.531,32507.111,88,0,1,0,1,1,2013
"9498",55602,2656.3677,3014.3181,66,1,1,0,0,1,2019
"8225",46677,22282.383,23948.355,81,0,1,0,0,0,2012
"14078",86962,42565.598,43731.777,68,0,2,0,1,0,2012
"2857",13320,59609.25,61810.207,48,0,5,3,1,1,2016
"3071",13491,37000,32000,60,0,2,0,0,1,2015
"9316",54222,39539.828,39636.504,68,0,2,0,0,0,2018
"1678",11850,26257.535,30143.18,61,1,2,0,0,0,2019
"1638",11652,23913.471,31465.094,49,0,2,0,0,1,2017
"11015",65767,36266.012,41446.871,40,1,4,2,1,1,2019
"12105",73405,5742.4595,3866.9761,23,0,1,0,0,0,2018
"13697",84300,30136.732,37205.84,62,1,2,0,0,1,2020
"7470",41091,12779.106,14453.748,57,1,3,1,0,0,2016
"13371",81848,37703.016,48337.199,42,1,1,0,0,1,2018
"8020",45107,52277.82,38408.195,65,0,2,0,0,0,2011
"4766",22357,79998.07,60421.5,41,1,2,0,0,1,2018
"14454",89722,36000,36000,68,0,2,0,0,0,2015
"4375",19312,11463.317,10217.305,48,0,1,0,0,0,2016
"7936",44497,28342.137,3047.5417,74,0,2,0,0,0,2013
"14379",89083,37758.113,43264.504,33,1,2,0,0,0,2017
"11287",67780,23791.742,2240.478,46,0,3,2,0,0,2011
"12322",74520,12929.03,13552.228,71,0,1,0,0,0,2020
"13885",85528,39566.848,39566.848,62,1,2,0,0,1,2012
"6218",32518,71590.055,41446.871,35,1,3,1,0,1,2019
"12247",74218,17888.094,18305.389,75,1,1,0,0,0,2019
"3029",13455,24582.104,19665.684,51,1,3,1,0,1,2017
"6250",32704,23396.379,22132.797,71,0,1,0,0,0,2014
"6158",32070,955.7522,955.7522,45,1,1,0,0,0,2017
"52",175,24183.797,21393.359,88,0,2,0,0,0,2020
"5664",28892,34414.945,2949.8525,61,1,2,0,0,1,2017
"9477",55471,45863.238,53728.07,65,0,2,0,0,1,2016
"8869",51275,284.43723,24270.621,50,0,1,0,0,1,2013
"10049",59196,51450,32000,50,0,1,0,0,1,2015
"13671",83920,49883.992,47563.805,39,0,5,3,0,1,2018
"3041",13461,44405.113,88495.578,53,0,5,3,0,1,2017
"607",2049,16096.579,15090.543,70,0,1,0,0,0,2014
"7961",44646,49282.297,49840.512,84,1,2,0,0,0,2016
"4438",19788,31624.965,29764.674,51,1,5,3,0,1,2020
"8218",46602,19393.545,17657.893,82,0,2,0,0,0,2020
"1283",10615,17208.043,17401.393,65,1,2,0,0,0,2018
"10453",61928,2326.6768,3767.8975,53,1,7,5,0,0,2019
"12976",79176,42884.766,30935.809,32,1,2,0,0,1,2018
"4461",20015,423.88846,0,22,0,1,0,1,0,2019
"12726",77606,10634.184,9909.126,44,1,1,0,0,0,2018
"10604",62897,15533.98,17070.309,75,1,1,0,0,0,2011
"2570",13092,2.0316944,4063.3889,66,0,2,0,0,0,2013
"8172",46269,40482.898,44265.594,34,1,2,0,0,1,2014
"5923",30533,13043.99,12920.12,49,0,1,0,0,0,2019
"6942",37154,17765.789,19040.09,44,1,1,0,0,1,2020
"8099",45582,45271.629,45271.629,60,0,2,0,0,1,2014
"120",461,19338.117,22926.635,49,1,1,0,0,0,2016
"462",1392,43381.926,80174.93,69,0,2,0,0,0,2012
"5927",30570,42817.961,42665.582,63,0,2,0,0,0,2013
"5425",27117,45372.234,44265.594,33,1,4,2,0,1,2014
"1976",12460,29498.525,29498.525,68,1,2,0,0,1,2017
"12449",75349,33235.004,8849.5576,25,0,1,0,1,0,2017
"10367",61232,2213.6399,21665.41,73,0,1,0,0,0,2019
"937",4255,30829.467,29203.402,59,1,1,0,1,1,2018
"3060",13480,74922.664,60421.5,62,1,4,2,0,1,2018
"5984",30886,66705.336,67672.078,48,0,2,0,1,1,2018
"5776",29587,42281.219,3539.823,34,1,2,0,0,1,2017
"7302",39431,20184.168,17672.775,85,0,2,0,0,0,2020
"1053",9764,32486.465,45814.242,77,0,2,0,1,0,2012
"9659",56843,20111.152,16955.539,70,0,2,0,1,1,2019
"13998",86268,87255.313,117138.7,49,0,2,0,1,1,2012
"9397",54806,45034.414,43264.504,38,0,2,0,1,1,2017
"5392",26890,37509.668,17401.393,44,1,4,2,0,1,2018
"9165",53304,18325.697,23948.355,61,0,3,1,0,0,2012
"9823",57799,27427.875,32507.111,32,1,4,2,0,0,2013
"7584",42215,32486.465,12494.794,26,0,1,0,0,0,2012
"11426",68734,46017.016,43503.48,63,0,2,0,0,1,2018
"13328",81468,44050,44000,69,1,2,0,0,0,2015
"3859",15718,2224.7053,46728.973,45,1,1,0,0,1,2013
"8321",47342,13983.903,14587.525,76,0,2,0,0,0,2014
"2258",12777,24748.49,23843.059,63,1,1,0,0,0,2014
"10858",64499,38762.246,37678.977,53,1,2,1,0,1,2019
"5690",29137,46982.934,56531.898,64,0,2,0,0,0,2013
"4628",21354,31090.486,3866.9761,51,0,1,0,0,1,2018
"13580",83277,43251.789,39996.281,30,0,3,1,0,1,2020
"6881",36604,36443.148,33319.449,47,0,4,2,0,1,2012
"10950",65189,66857.227,66592.875,63,0,3,1,0,1,2020
"7930",44494,34611.602,34611.602,80,0,1,0,0,0,2017
"7733",43035,27910.686,24421.85,49,1,4,3,0,1,2016
"12417",75126,38000,44000,41,1,5,3,0,1,2015
"14140",87288,56047.199,28687.316,29,0,2,0,1,1,2017
"13979",86226,22607.385,1789.7513,57,1,2,1,0,0,2019
"13746",84635,0.53344715,34140.617,62,0,2,0,0,1,2011
"9595",56549,37678.977,37678.977,70,1,2,0,0,0,2019
"309",1155,24122.807,31897.926,59,1,1,0,0,1,2016
"13989",86253,36145.527,31268.438,66,0,2,0,0,0,2017
"6686",35335,33182.961,58134.129,69,1,2,0,0,0,2020
"5282",25658,16434.648,17401.393,77,0,2,0,0,0,2018
"7349",39755,45306.785,47605.648,66,0,2,0,0,0,2013
"12310",74468,28110.047,22926.635,45,0,5,3,0,1,2016
"13069",79789,35737.953,36300.5,63,1,1,0,0,0,2012
"363",1217,23925.27,35426.746,74,0,2,0,0,0,2017
"4675",21657,39091.938,37678.977,38,0,3,1,0,1,2019
"8528",48837,42101.543,41446.871,62,0,1,0,0,1,2019
"10618",62962,44216,3400,57,1,2,0,0,1,2015
"3712",14820,33400,33000,69,0,2,0,0,0,2015
"4352",19153,27495.117,28834.527,75,0,2,0,0,0,2020
"11163",66785,64191.801,60421.5,44,1,2,0,0,1,2018
"341",1177,28035.576,28518.947,72,0,2,0,0,0,2018
"877",4003,34339.859,31236.984,48,1,5,3,0,1,2012
"8888",51452,26614.832,27910.686,45,0,5,3,0,1,2016
"8921",51662,11021.101,11303.692,59,0,1,0,0,0,2019
"1895",12343,51321.883,56139.977,75,0,2,0,0,0,2011
"4589",21176,39410,29568,66,0,2,0,0,0,2015
"10755",63808,52064.441,19204.098,24,1,2,0,0,1,2011
"10582",62788,53785.645,43264.504,34,1,2,0,0,1,2017
"3370",13808,36217.305,36217.305,63,0,1,0,1,1,2014
"6455",34066,13979.118,11600.928,34,1,1,0,0,1,2018
"14158",87426,18556.895,16955.539,62,1,2,0,0,0,2019
"4659",21504,47000,44000,42,1,2,0,1,1,2015
"1834",12229,1739.4338,8722.0889,82,1,1,0,0,0,2016
"8796",50806,1899.652,9909.126,23,0,1,0,0,0,2018
"6144",31903,35587.793,34853.051,61,0,2,0,0,1,2019
"6487",34215,37484.383,37484.383,68,0,2,0,0,0,2012
"9425",55118,53692.539,30143.18,38,1,3,1,0,1,2019
"5588",28425,42716.375,3453.8806,50,0,3,2,1,1,2013
"1490",11115,27040.314,43264.504,57,0,3,1,0,1,2017
"12650",77055,36085.566,34140.617,73,0,2,0,0,0,2011
"10056",59235,31153.313,34140.617,26,1,2,0,1,1,2011
"13013",79422,24868.123,30143.18,76,0,2,0,0,0,2019
"4569",20778,42756.539,44265.594,34,1,4,2,0,1,2014
"6821",36268,39712.621,40087.465,73,0,2,0,0,0,2012
"790",3096,28443.4,27739.252,80,1,2,0,0,0,2011
"669",2244,25917.064,25917.064,63,1,2,0,0,0,2016
"8134",45972,53018.324,74597.711,66,1,2,0,1,0,2020
"7604",42376,47590.953,43264.504,53,1,4,2,0,1,2017
"6555",34598,69813.18,110619.47,32,1,2,0,0,1,2017
"3223",13654,26509.055,44265.594,79,1,2,0,0,0,2014
"8346",47488,31902.553,30935.809,41,1,3,1,0,1,2018
"10845",64445,26138.91,24538.568,74,0,2,0,0,0,2011
"81",339,31856.969,31376.473,74,1,2,0,0,0,2013
"14475",89895,46533.535,41446.871,41,0,3,1,0,1,2019
"3944",16325,35420.891,34140.617,64,0,2,0,0,0,2011
"8371",47664,17753.121,15363.277,53,0,1,0,0,1,2011
"9103",52732,31694.434,23364.486,63,1,2,0,0,0,2013
"13282",81313,50961.273,46943.348,35,0,5,3,1,1,2011
"5476",27487,155.16225,11799.41,70,0,2,0,0,0,2017
"8266",46850,18271.461,17401.393,61,1,2,0,0,1,2018
"7991",44783,26548.672,26843.658,78,0,2,0,0,0,2017
"14224",87985,26585.461,11600.928,58,1,1,0,0,0,2018
"5073",24428,43211.16,45814.242,47,0,3,1,0,1,2012
"13672",83920,59529.348,66970.516,41,0,5,3,0,1,2020
"3363",13805,31382.758,2915.4519,47,0,4,2,0,1,2012
"513",1554,34461.91,29857.688,77,0,2,0,0,0,2020
"8763",50589,45823.664,42536.734,46,1,2,0,0,1,2018
"1497",11120,90000,48000,45,0,4,2,0,1,2015
"6165",32137,47448.164,49840.512,31,1,2,0,0,1,2016
"9140",53094,52409.047,50559.488,59,0,4,2,0,1,2017
"3177",13564,47082.496,42253.52,60,0,2,0,0,1,2014
"4215",18361,35093.254,41446.871,63,0,1,0,0,1,2019
"1925",12385,26236.045,26600.877,68,1,2,0,0,0,2016
"11192",67011,7177.0337,31897.926,63,0,2,0,0,0,2016
"8411",48077,0,32507.111,35,0,4,2,0,1,2013
"1811",12190,35000,62500,60,1,2,0,0,0,2015
"2416",12923,57059.559,55185.34,54,0,2,0,0,1,2012
"7324",39517,23106.061,17942.584,35,1,1,0,0,1,2016
"6156",32048,20723.436,21665.41,49,1,1,0,0,0,2019
"11675",70196,1690.1409,10311.871,66,1,1,0,0,0,2014
"14469",89829,24246.42,16955.539,68,0,2,0,0,0,2019
"8889",51452,32606.342,34802.785,47,0,4,3,0,1,2018
"12745",77718,37081.34,31897.926,43,0,4,2,0,1,2016
"9593",56549,370813.41,37081.34,67,1,2,0,0,0,2016
"10048",59196,35543.258,34205.23,49,0,1,0,0,1,2014
"4458",19973,129670.6,1081.6125,84,1,1,0,0,0,2017
"13234",81152,49850,50000,48,0,4,2,0,1,2015
"2542",13059,50227.887,50227.887,72,1,2,0,0,0,2020
"4821",22854,27013.557,29904.307,62,1,2,0,0,1,2016
"14057",86863,33746.313,34414.945,46,1,2,0,0,1,2017
"6664",35283,30181.086,30691.146,70,0,2,0,0,0,2014
"13958",86192,69014.086,65392.355,35,0,3,1,1,1,2014
"8794",50781,58309.629,63490.449,34,1,3,1,0,1,2013
"13390",81941,54413.543,9533.9971,32,0,2,0,0,1,2020
"3295",13735,76394.125,58873.398,59,0,2,0,0,1,2019
"8524",48830,28400,28899,76,0,2,0,0,0,2015
"2739",13223,37703.016,36736.273,72,0,2,0,0,0,2018
"14159",87426,20323.691,18695.936,63,1,2,0,0,0,2020
"11888",71907,0,21665.41,34,1,2,1,0,1,2019
"6166",32182,37383.176,36570.5,34,0,4,2,0,1,2013
"11074",66262,24748.646,22235.111,51,1,3,2,0,1,2018
"12204",74019,42414.66,47437.449,57,0,2,0,0,1,2020
"3429",13852,15118.7,15097.876,61,1,1,0,0,1,2012
"1676",11850,37413.961,43264.504,59,1,2,0,0,1,2017
"11318",67926,44272.797,37678.977,43,1,4,2,0,1,2019
"13833",85152,35885.168,43859.648,39,1,2,0,1,1,2016
"2809",13261,915278.31,30475.416,57,0,2,0,1,1,2013
"13644",83779,0,62877.262,36,1,3,1,0,1,2014
"2656",13181,40241.449,39839.035,80,0,2,0,0,0,2014
"1476",11106,28321.533,33319.449,52,1,1,0,1,1,2012
"12320",74496,24053.576,16742.629,47,0,5,3,0,1,2020
"5566",28258,61455.262,43264.504,35,1,4,2,0,1,2017
"4612",21254,34808.852,40241.449,42,0,6,4,0,1,2014
"9283",53882,47547.848,63795.852,63,1,2,0,1,1,2016
"6730",35750,72532.023,64525.246,61,0,2,0,0,1,2019
"14051",86684,2498.9587,2498.9587,64,0,1,0,0,0,2012
"3207",13619,15826.899,16250.508,62,0,2,0,0,0,2013
"3436",13860,71900,44000,45,1,1,0,1,1,2015
"1812",12190,17314.385,17401.393,59,0,1,0,0,0,2018
"330",1169,52538,54000,79,0,2,0,1,0,2015
"5707",29223,13883.3,13883.3,57,0,1,0,1,0,2014
"8324",47342,17699.115,17699.115,79,0,2,0,0,0,2017
"5244",25367,15254.395,15217.189,45,1,2,1,0,1,2020
"3721",14920,48460.609,49297.738,77,1,1,0,0,0,2020
"14415",89386,0,16742.629,61,1,2,0,0,0,2020
"13413",82037,61981.914,59337.793,47,0,2,0,0,1,2019
"6242",32656,22695.563,1302.2045,27,0,1,0,0,1,2020
"10125",59593,22282.383,23948.355,81,0,2,0,0,0,2012
"122",461,21867.439,22235.111,51,1,1,0,0,0,2018
"11877",71772,32092.555,1710.2616,50,1,2,1,0,1,2014
"479",1420,23201.855,30286.156,83,0,1,0,0,0,2018
"6434",33896,26509.342,31465.094,41,1,1,0,0,1,2017
"9238",53687,35810.621,29764.674,55,0,5,3,0,1,2020
"4279",18837,43065.391,33319.449,51,0,2,0,0,1,2012
"953",5911,46943.348,46943.348,78,0,2,0,0,0,2011
"14056",86837,30802.563,30143.18,78,0,2,0,0,0,2019
"4303",18920,141531.33,145011.59,58,1,2,0,0,1,2018
"1088",10066,38447,38000,64,0,2,0,0,1,2015
"921",4232,97042.898,117138.7,65,1,2,0,0,0,2012
"3946",16325,32608.695,23364.486,66,0,2,0,0,0,2013
"10921",65026,15235.886,14017.788,56,0,1,0,0,0,2018
"5825",29992,34853.051,33911.078,61,1,2,0,0,1,2019
"11478",68911,28443.723,63490.449,61,0,3,1,1,0,2013
"1901",12351,53839.902,73141,66,0,2,0,0,0,2013
"5773",29568,41956.691,43503.48,45,0,4,2,0,1,2018
"8742",50421,44272.797,44272.797,43,1,1,0,1,1,2019
"5275",25572,3834.8083,3834.8083,68,0,2,0,0,0,2017
"8724",50321,23654.867,20637.168,70,0,2,0,0,0,2017
"7153",38581,39840,32000,35,0,3,1,0,1,2015
"10106",59557,24100,20000,27,1,1,0,1,1,2015
"10888",64763,20804.438,19204.098,56,0,3,1,0,1,2011
"1425",10952,63708.43,63560.52,71,0,2,0,1,0,2018
"3261",13702,40191.586,40325.906,69,0,2,0,0,0,2012
"12189",73887,61842.613,42536.734,71,1,2,0,0,0,2018
"5516",27754,47623.477,50227.887,69,0,2,0,0,0,2020
"6266",32785,35000,42221,71,1,1,0,0,0,2015
"5303",26034,1614.9521,19262.807,73,0,1,0,0,0,2012
"6822",36268,38602.195,38602.195,74,0,2,0,0,0,2013
"1006",8935,44461.191,41446.871,38,1,2,0,0,1,2019
"509",1554,32750,34000,72,0,2,0,0,0,2015
"7191",38901,3829.7439,4469.7275,65,0,2,0,0,0,2013
"10404",61546,53344.715,53344.715,60,0,2,0,0,1,2011
"10745",63726,47000.984,29498.525,62,0,2,0,0,1,2017
"1564",11308,11041.075,16643.551,55,0,1,0,0,0,2011
"2121",12673,24920.256,31897.926,62,1,2,0,0,0,2016
"558",1821,24320,25000,80,0,2,0,0,0,2015
"2954",13407,39066.133,104641.43,65,1,2,0,0,0,2020
"7075",38030,30549.111,30935.809,31,0,3,1,1,1,2018
"11410",68568,64924.191,58134.129,48,1,2,0,0,1,2020
"12461",75506,8557.3438,372058.41,64,0,2,0,0,1,2020
"4239",18539,20644.404,19204.098,49,1,2,1,0,1,2011
"12567",76172,15683.346,15469.967,81,0,1,0,0,0,2011
"6333",33440,24071.926,23201.855,70,1,2,0,0,0,2018
"4631",21390,30500,34766,79,0,1,0,0,0,2015
"3457",13883,63230,60979,56,1,3,1,0,0,2015
"5119",24620,11963.074,9419.7441,52,0,1,0,0,0,2019
"6195",32381,28432.732,28037.98,73,0,2,0,0,0,2011
"1790",12171,0,32193.158,65,1,2,0,0,0,2014
"5928",30570,36116.699,34205.23,64,0,2,0,0,0,2014
"728",2594,0,8888.6631,75,1,2,0,0,0,2013
"13040",79627,26230.117,13487.117,48,1,5,3,0,1,2020
"10045",59195,9984.9287,3767.8975,22,1,1,0,1,0,2019
"11238",67515,24472.494,24868.123,74,1,1,0,0,0,2019
"12764",77818,42281.219,31465.094,61,0,2,0,0,1,2017
"14447",89713,39723.512,42536.734,37,1,4,2,0,0,2018
"5029",24220,1421.1136,1256.7672,57,0,1,0,1,0,2018
"11169",66865,28070.836,27317.258,46,0,1,0,0,1,2019
"1773",12118,18788.949,18577.807,51,1,2,1,1,1,2020
"5322",26187,38.135986,21393.359,48,1,4,2,1,1,2020
"10887",64756,28259.23,2418.0483,70,1,2,0,0,0,2019
"377",1242,15371.229,15448.569,79,1,1,0,0,0,2018
"7914",44449,42281.219,2753.1956,73,0,2,0,0,0,2017
"9697",57026,22416.52,21393.359,69,1,1,0,0,0,2020
"2349",12862,13561.368,14587.525,54,1,1,0,0,1,2014
"1222",10380,10217.305,14453.748,59,0,1,0,0,1,2016
"8095",45552,27162.979,27162.979,62,1,1,0,0,0,2014
"1045",9734,26554.904,31897.926,73,1,1,0,0,0,2016
"9620",56669,29498.525,29498.525,68,1,1,0,1,0,2017
"950",4346,57617.941,60421.5,52,0,2,0,0,1,2018
"13446",82219,24888.256,23364.486,27,1,3,1,0,1,2013
"565",1893,34888.355,37878.789,83,1,1,0,0,0,2016
"6639",34927,16343.256,9748.4932,66,1,1,0,0,0,2019
"9696",57026,29672.193,248351.55,68,1,1,0,0,0,2019
"7656",42675,25663.717,23598.82,71,1,2,0,0,0,2017
"11303",67860,5416.3525,41446.871,28,1,2,0,0,0,2019
"7158",38592,16212.922,4063.3889,25,1,2,0,0,1,2013
"13717",84437,53470.609,39926.527,38,1,3,1,0,1,2018
"7107",38208,20520,20321,70,1,1,0,0,0,2015
"215",831,29175.051,23138.832,71,1,1,0,0,0,2014
"10818",64279,31091.445,29891.838,33,1,1,0,0,1,2017
"14049",86661,26416.146,26788.205,85,0,1,0,0,0,2020
"11648",69960,30143.18,30143.18,45,0,1,0,0,1,2019
"6762",35906,44158.691,3787.8789,34,0,4,2,1,1,2016
"5311",26073,30210.75,22235.111,43,0,6,1,0,1,2018
"10748",63726,34480.512,34415.402,65,0,2,0,0,1,2020
"9412",54981,9230,9025,49,0,1,0,0,1,2015
"7768",43183,1739.373,21393.359,85,1,1,0,0,0,2020
"1448",11002,54080.629,61455.262,90,0,2,0,0,0,2017
"4871",23090,47569.707,30143.18,61,1,2,0,0,1,2019
"14111",87082,22089.299,20723.436,62,0,2,0,0,0,2019
"4868",23038,28286.93,30935.809,72,0,2,0,0,1,2018
"2535",13057,0,41446.871,77,0,2,0,1,0,2019
"4046",16957,59223.301,66680.891,68,0,2,0,0,0,2011
"10652",63120,34343.328,2560.5461,66,0,2,0,0,0,2011
"6038",31293,18190.547,17070.309,66,1,1,0,0,1,2011
"3344",13792,29292.344,30935.809,56,0,1,0,0,1,2018
"1651",11773,2279.9531,30086.418,57,0,1,0,0,1,2011
"1326",10736,22560,23300,68,1,1,0,0,0,2015
"11387",68365,27967.807,26156.941,28,0,1,0,0,1,2014
"14118",87155,46949.762,43859.648,59,1,2,0,0,1,2016
"1068",9842,47758.102,48870.574,88,0,1,0,1,0,2019
"9055",52342,77452.156,112141.15,34,1,4,2,0,1,2016
"10546",62470,14788.998,11303.692,90,1,1,0,0,0,2019
"2872",13330,73242.586,71109.305,36,1,3,1,0,1,2013
"8209",46577,56506.371,50227.887,33,0,1,0,0,1,2020
"10190",60010,21551.037,22926.635,70,1,2,0,0,0,2016
"13828",85152,28272.697,34140.617,34,1,2,0,1,1,2011
"13706",84355,46889.953,3987.2407,49,0,4,0,0,1,2016
"10291",60764,31897.738,23115.045,43,0,1,0,0,1,2017
"7497",41325,99.681023,31897.926,69,0,2,0,0,0,2016
"9904",58254,26610.775,30143.18,71,0,2,0,0,0,2019
"3915",15965,0,0,46,1,2,0,0,0,2020
"5935",30596,1728.3688,36274.406,45,1,1,0,0,0,2011
"10926",65040,56361.176,42536.734,35,1,4,2,0,1,2018
"7266",39373,42150,44000,90,0,1,0,1,1,2015
"6426",33797,36658.934,23201.855,69,1,1,0,0,0,2018
"9755",57314,39066.133,39066.133,31,1,1,0,0,1,2020
"11191",67011,29476.861,32193.158,61,0,2,0,0,1,2014
"11531",69094,19823.01,17699.115,64,1,1,0,0,0,2017
"9454",55357,10278.113,16742.629,66,1,2,0,0,0,2020
"8849",51113,36101.168,30143.18,47,0,1,0,0,1,2019
"11907",72000,27256.637,28515.24,75,0,2,0,0,0,2017
"11395",68439,30716.369,31258.85,80,0,2,0,1,0,2012
"14433",89582,13274.336,13274.336,72,1,2,0,0,0,2017
"12795",77954,109350.08,149521.53,46,1,3,1,0,1,2016
